card_edition	card_type	card_id	card_value	card_color	card_name	card_number	card_text	card_quotation
Rubber Ducky	bath_toy	164	8	#E1897A	Pat-A-Cake	© 1980 Some Tacks | Card 164	"Pat-a-cake, pat-a-cake, baker's man,
bake me a cake as fast as you can!"	
Rubber Ducky	bath_toy	168	8	#955436	Toy Robot	© 1980 Down the Stairs | Card 168 | F	"“AF-FIRM-A-TIVE!” bleeps this machine,
a welcome addition to the bathing routine."	
Rubber Ducky	action	216	0	#FFFFFF	Certain Surprise	© 2025 Seventeen Games | Card 216	"If you’re not holding a Parent, you must play this card. Scan QR code to determine effect.
If this card can't be scanned, add it to your Overflow Pile."	
Rubber Ducky	action	221	0	#FFFFFF	Huge Surprise	© 2025 Seventeen Games | Card 221	"If you’re not holding a Parent, you must play this card. Scan QR code to determine effect.
If this card can't be scanned, add it to your Overflow Pile."	
Rubber Ducky	action	236	0	#FFFFFF	Sensational Surprise	© 2025 Seventeen Games | Card 236	"If you’re not holding a Parent, you must play this card. Scan QR code to determine effect.
If this card can't be scanned, add it to your Overflow Pile."	
Rubber Ducky	action	237	0	#FFFFFF	Go Drain Tub	© 2025 Seventeen Games | Card 237	"Discard all the cards in the bathtub. The water level is now 0.
Discard after playing."	
Rubber Ducky	parent	239	0	#000000	Teri Glen Skirsh	© 2025 Seventeen Games | Card 239	"You must play this card. If it's the second parent played, the game ends as soon as the current tub resolves.
Tub bonus increases by 1."	
Rubber Ducky	parent	249	0	#000000	Tuc Boarseman	© 2025 Seventeen Games | Card 249	"You must play this card. If it's the second parent played, the game ends as soon as the current tub resolves.
Tub bonus increases by 1."	
Rubber Ducky	parent	250	0	#000000	Yolloh Dell	© 2025 Seventeen Games | Card 250	"You must play this card. If it's the second parent played, the game ends as soon as the current tub resolves.
Tub bonus increases by 1."	
Rubber Ducky	parent	251	0	#000000	Zane Alltry	© 2025 Seventeen Games | Card 251	"You must play this card. If it's the second parent played, the game ends as soon as the current tub resolves.
Tub bonus increases by 1."	
Blood Bath	parent	243	0	#000000	"Riu
Fetashat Mensh"	© 2025 Seventeen Games | Card 243	"You must play this card. If it's the second parent played, the game ends as soon as the current tub resolves.
Tub bonus increases by 1."	
Blood Bath	parent	253	0	#000000	Rod H Theftage	© 2025 Seventeen Games | Card 253	"You must play this card. If it's the second parent played, the game ends as soon as the current tub resolves.
Tub bonus increases by 1."	
Blood Bath	parent	255	0	#000000	"Toni (Nice
Red Introvert)"	© 2025 Seventeen Games | Card 255	"You must play this card. If it's the second parent played, the game ends as soon as the current tub resolves.
Tub bonus increases by 1."	
Blood Bath	parent	256	0	#000000	Tammi O’Lol	© 2025 Seventeen Games | Card 256	"You must play this card. If it's the second parent played, the game ends as soon as the current tub resolves.
Tub bonus increases by 1."	
Jacuzzi	parent	231	0	#000000	"Leon
Daepe Huiszany"	© 2025 Seventeen Games | Card 231	"You must play this card. If it's the second parent played, the game ends as soon as the current tub resolves.
Tub bonus increases by 1."	
Jacuzzi	parent	244	0	#000000	Regina Vins	© 2025 Seventeen Games | Card 244	"You must play this card. If it's the second parent played, the game ends as soon as the current tub resolves.
Tub bonus increases by 1."	
Jacuzzi	parent	245	0	#000000	"Penne
Brassi Actor"	© 2025 Seventeen Games | Card 245	"You must play this card. If it's the second parent played, the game ends as soon as the current tub resolves.
Tub bonus increases by 1."	
Jacuzzi	parent	246	0	#000000	"Louis K
Achydenial"	© 2025 Seventeen Games | Card 246	"You must play this card. If it's the second parent played, the game ends as soon as the current tub resolves.
Tub bonus increases by 1."	
Tuba	parent	247	0	#000000	The Glad Benon	© 2025 Seventeen Games | Card 247	"You must play this card. If it's the second parent played, the game ends as soon as the current tub resolves.
Tub bonus increases by 1."	
Tuba	parent	248	0	#000000	Quirot Superkitty	© 2025 Seventeen Games | Card 248	"You must play this card. If it's the second parent played, the game ends as soon as the current tub resolves.
Tub bonus increases by 1."	
Tuba	parent	252	0	#000000	Will Klapto	© 2025 Seventeen Games | Card 252	"You must play this card. If it's the second parent played, the game ends as soon as the current tub resolves.
Tub bonus increases by 1."	
Tuba	parent	254	0	#000000	Umar Blop	© 2025 Seventeen Games | Card 254	"You must play this card. If it's the second parent played, the game ends as soon as the current tub resolves.
Tub bonus increases by 1."	
